draw,nnp,dalys_accrued,dalys_no_care,dalys_averted_care,daly_ideal,yld,yll,yld_prediag,cost_art_drug,cost_art_svc,cost_hiv_care,cost_art,cost_total,cost_no_care,inc_cost,icer,pct_ever_dx,pct_ever_art,assigned_p1,prev_icer_125,net_saving_125,prev_icer_55,net_saving_55,treat_ce_500
56,31.291208867211964,5.383167554906764,16.08231450072679,10.699146945820022,1.5081125700695879,1.1323276023773947,4.250839952529368,0.4187800323686048,765.0542651652403,2333.6035162573407,1011.2983503299721,3098.6577814225807,4109.956131752552,1912.3863052562422,2197.569826496311,205.39673280726973,0.845,0.766,0.931,-36.88442191810907,1.0,-443.7795442347642,1.0,1.0
57,39.549087472082846,5.185456381098003,16.04437268511348,10.858916304015478,1.2493011003960806,1.4889046258808123,3.6965517552171914,0.7397710887482689,1050.4205375970512,2769.870333905721,1316.6365756672124,3820.290871502772,5136.927447169984,2878.3165957820693,2258.610851387915,207.9959719878043,0.831,0.764,0.939,-37.27569937030295,1.0,-571.1604569660445,1.0,1.0
58,78.92091837535763,4.666236696085658,13.024894967264306,8.358658271178651,1.1423462853108488,1.5473089663492239,3.1189277297364333,0.8313196998672105,977.3382759727922,1920.3221529292352,1244.333508272034,2897.660428902027,4141.993937174062,2951.2506354871266,1190.7433016869347,142.45627265236055,0.778,0.712,0.938,1226.496046492148,0.0,42.573188290524,0.0,1.0
59,30.53266011432915,5.745210711084973,16.546044182028535,10.800833470943564,1.5752804856134544,1.6602756448204148,4.084935066264558,0.776784875819573,1001.581108864611,2482.39955470829,1042.3909881966588,3483.980663572901,4526.37165176956,2147.551988675109,2378.819663094451,220.24408296766717,0.814,0.742,0.93,-123.54449178146398,1.0,-495.5562970019931,1.0,1.0
60,41.5074232747549,6.013125881022557,17.243253254724195,11.230127373701636,1.189653421146358,1.3197211183901136,4.6934047626324435,0.5546570340862912,1135.7653095010025,1878.4201949287171,1316.1631511499806,3014.18550442972,4330.348655579701,2677.6966051374134,1652.6520504422872,147.1623602696098,0.808,0.731,0.933,142.70102950493052,0.0,-340.49517937582334,1.0,1.0
61,52.06477168223186,5.236883378187767,15.376868223704626,10.139984845516858,1.2115053182513824,1.2232995448677952,4.013583833319972,0.602612768584469,1002.3831607368475,2658.1221019033346,1078.3200089202203,3660.505262640182,4738.825271560402,2092.2632186137744,2646.5620529466282,261.00256492165664,0.788,0.717,0.922,337.84811708578457,0.0,-358.08756728254434,1.0,1.0
62,152.8796230612384,5.177842490810605,16.296956635450428,11.119114144639825,0.9488427064555874,1.0084260477877502,4.169416443022855,0.5225259358327162,1051.4545491291485,2991.921028174434,998.916355729564,4043.3755773035828,5042.291933033146,2242.1437146351427,2800.1482183980042,251.83195189590418,0.834,0.76,0.943,2716.896269940286,0.0,650.0945792207741,0.0,1.0
63,136.6163886711052,5.240316122999433,15.094275796268812,9.853959673269378,1.335895905486183,1.5326145278428538,3.7077015951565797,0.8569674279043854,1057.3823914493125,2503.0015808060366,1011.2014623019394,3560.3839722553494,4571.585434557289,2283.408607596754,2288.176826960534,232.20886860006354,0.82,0.74,0.936,2386.3948005818074,0.0,561.476802790551,0.0,1.0
64,33.22887914548005,5.633881724359421,17.266436879629968,11.632555155270545,1.1894188942941664,1.219584894225899,4.414296830133522,0.5822480027228886,957.2214911315706,1650.5121961405305,1277.5083146079671,2607.7336872721007,3885.2420018800685,2158.3674746999463,1726.8745271801217,148.45186669050088,0.835,0.755,0.933,47.63463353243393,0.0,-365.2284072599383,1.0,1.0
65,70.65067760656338,5.359887413649296,14.168262377206647,8.808374963557352,1.7819533211352707,1.5110681130727417,3.8488193005765545,0.6965954395861897,815.6867361582243,1260.9079392916685,1577.664816435962,2076.5946754498927,3654.259491885855,3248.5406085724485,405.71888331340585,46.060582683182254,0.796,0.719,0.923,965.8925289644731,0.0,43.19638802216826,0.0,1.0
66,48.329018197937,5.752124903405169,15.519482565370936,9.767357661965766,1.7285267786286809,1.7425513327476738,4.009573570657494,0.833199274019284,1074.8911067830988,1892.7005651731786,1019.4211750651497,2967.5916719562774,3987.012847021427,2083.042681892163,1903.9701651292644,194.93195918721725,0.811,0.737,0.924,357.1053240698397,0.0,-231.0305962494302,1.0,1.0
67,42.45334864165566,5.089350985491261,13.266032149382362,8.176681163891098,1.4344869972236216,1.839954133046276,3.2493968524449848,1.002037976238339,1221.823039784555,2959.9078150364535,1153.4800404924842,4181.7308548210085,5335.210895313492,2696.577705558651,2638.633189754841,322.70222317182476,0.776,0.717,0.927,-5.608242620307324,1.0,-589.5204965378945,1.0,1.0
68,62.47248831196656,4.638766537643742,12.843071603691584,8.20430506604784,1.1143751418441161,1.2303942938103662,3.408372243833377,0.63445767796765,984.5403704224259,3018.0778412364034,1181.6158910706015,4002.6182116588293,5184.234102729431,2320.0102799346687,2864.223822794762,349.1123013755154,0.783,0.7,0.933,565.8458805731724,0.0,-376.87760989568807,1.0,1.0
69,17.107652767487803,5.491294232580146,16.85882142161414,11.367527189034,1.0655186702058685,1.248971072771637,4.242323159808509,0.5524797759814953,702.1905042777879,2453.6465581311368,1052.7018135837766,3155.837062408925,4208.538875992702,2351.369418254219,1857.1694577384822,163.37497389318338,0.814,0.734,0.923,-376.97529805902883,1.0,-595.054250488695,1.0,1.0
70,91.16612768221403,5.455919905779866,17.540294128498136,12.08437422271827,1.222949592280932,1.301538310753693,4.154381595026172,0.5959990931219159,1082.163485878097,1848.588895461946,1393.9453710715072,2930.752381340043,4324.69775241155,2779.442371433701,1545.255380977849,127.87218870405502,0.827,0.754,0.92,1296.035926109232,0.0,126.36535763287996,0.0,1.0
71,15.701204586842213,5.49769306816412,16.12435635530057,10.626663287136449,1.5073752309041084,1.5644797797177785,3.9332132884463418,0.7488281827831685,900.2140706879333,2772.063382929812,1309.7289479771102,3672.277453617745,4982.006401594855,2475.827021858279,2506.1793797365767,235.83878702266787,0.825,0.751,0.922,-549.2041463216591,1.0,-749.1215130156095,1.0,1.0
72,50.40501830495087,5.242801211489072,15.627428029384603,10.38462681789553,1.4741966752735107,1.310936793050592,3.9318644184384794,0.6607311537627597,906.7868411441108,3025.5717623785813,1443.0787516892244,3932.3586035226917,5375.437355211916,2315.758753335138,3059.6786018767784,294.6353928293429,0.825,0.754,0.931,176.46862728258364,0.0,-496.52108547145593,1.0,1.0
73,34.37333515140796,5.595787705599667,16.154668210717382,10.558880505117715,1.5980172788864773,1.6273386578173792,3.9684490477822885,0.697004122130976,913.4022836804825,2063.0217171335516,1050.846421685468,2976.4240008140346,4027.2704224995023,2192.872269654192,1834.3981528453098,173.7303639297942,0.822,0.747,0.94,48.14272549276822,0.0,-381.84740050696456,1.0,1.0
74,49.64395686153439,6.0316373894590045,16.687552537937574,10.655915148478568,1.3301406053568894,1.5385889571780544,4.49304843228095,0.6803761955368075,860.0677711967187,3567.688699657461,1095.1523507890731,4427.756470854179,5522.908821643252,2323.514092884581,3199.394728758672,300.24589011629615,0.823,0.734,0.947,113.1675765591356,0.0,-462.9739843345138,1.0,1.0
75,80.95187595353367,5.72165072519514,17.22422795044384,11.502577225248704,0.9777279847233994,1.3395350633846734,4.382115661810466,0.6163191837998884,878.1569774874243,1258.4976431356183,1018.1919495984556,2136.654620623043,3154.8465702214985,1893.0427867317362,1261.8037834897623,109.69748420554335,0.831,0.744,0.929,1217.1553732393716,0.0,226.7713758739793,0.0,1.0
